key,x,y
GOLF HOTEL F&G LA FIGUEROLA GOLF HOTEL F&G LA FIGUEROLA:  BARRANC DE LA GOMALA,316178.43,4544793.46
"AUTOPISTAS CONCESIONARIA ESPAÑOLA, SAU AUTOPISTAS CONCESIONARIA ESPAÑOLA, SAU (SORTIDA TRACTAMENT 4)",408951.93,4592061.83
"JANE PARRIS, BELINDA Abocament MAS L'AVENC (BELINDA JANE PARRIS LITTLER) - infiltració al terreny",453734.0,4650372.0
"AUTOPISTAS CONCESIONARIA ESPAÑOLA, SAU AUTOPISTAS CONCESIONARIA ESPAÑOLA, SAU (SORTIDA TRACTAMENT 5)",408954.93,4592055.83
"AUTOPISTAS CONCESIONARIA ESPAÑOLA, SAU AUTOPISTAS CONCESIONARIA ESPAÑOLA, SAU (SORTIDA TRACTAMENT 1)",408985.93,4592014.83
"ESTACIÓ DE SERVEI VALLGORGUINA, SL REPSOL COMERCIAL DE PRODUCTOS PETROLÍFEROS SA - ES 12.543 VALLGORGUINA (SORTIDA DEPURADORA)",459856.15,4610320.47
LLAR D'INFANTS MUNICIPAL DE DOSRIUS LLAR D'INFANTS MUNICIPAL DOSRIUS (SORTIDA DEPURADORA),451233.09,4604825.53
EDAR URB. PARC RESIDENCIAL CATALUNYA -ELS ALEMANYS- EDAR URB. PARC RESIDENCIAL CATALUNYA -ELS ALEMANYS-  (SORTIDA AIGUA TRACTADA),502639.67,4671172.24
AJUNTAMENT D'HOSTALETS DE PIEROLA AJUNTAMENT D'HOSTALETS DE PIEROLA_POLÍGON INDUSTRIAL MAS D'EN PI (SORTIDA DEPURADORA),399165.0,4602765.92
"HOTEL MAS LA FERRERIA, SL RIERA DE STA. MARGARIDA",454141.0,4673012.0
"CATUAV, SL TORRENT AFLUENT TORRENT GOMAR",430452.0,4628872.0
"ESCORXADOR FRIGORIFIC DE L'ALT CAMP, SL EDAR VALLS",352105.68,4570261.23
"COMAIGUA, SL SECOMSA AIGÜES, SL (LLERA-RIERA D'ALFORJA)",332559.58,4561267.36
"SYL CREACIONES GRAFICAS Y PUBLICITARIAS, SA SYL, CREACIONES GRÁFICAS Y PUBLICITARIAS, SA (SORTIDA RESIDUALS)",424030.85,4578695.7
"AUTOPISTAS CONCESIONARIA ESPAÑOLA, SAU AUTOPISTAS CONCESIONARIA ESPAÑOLA, SAU (TORREDEMBARRA) SORTIDA SUD",364970.6,4557674.11
"AUTOPISTAS CONCESIONARIA ESPAÑOLA, SAU AUTOPISTAS CONCESIONARIA ESPAÑOLA, SAU (TORREDEMBARRA) SORTIDA NORD",365124.6,4557783.11
"AUTOPISTAS CONCESIONARIA ESPAÑOLA, SAU AUTOPISTAS CONCESIONARIA ESPAÑOLA, SAU (TORREDEMBARRA)",365195.6,4557708.11
"AUTOPISTAS CONCESIONARIA ESPAÑOLA, SAU AUTOPISTAS CONCESIONARIA ESPAÑOLA (PEATGE AP-2): BARRANC INNOMINAT",346295.0,4583483.0
"CANTERAS VALSAN, SA (RA-MONTJUÏC-AMPLIACIÓ II) CANTERAS VALSAN, SA (MONTJUIC)",408690.0,4618180.0
"SANDOZ INDUSTRIAL PRODUCTS, SA EDAR PINEDA DE MAR",473445.16,4609486.37
AJUNTAMENT DE VANDELLOS I HOSPITALET DE L'INFANT (REFUGI) REFUGI ESPORTIU,317659.0,4544703.0
"REPUESTOS SAN ESTEBAN, SL EDAR SANT JAUME DELS DOMENYS (PAPIOLET)",376811.72,4570769.04
"CEDIPSA, CIA. DIST. PETROLEO, SA CEDIPSA - VILASECA II (AIGÜES HIDROCARBURADES)",341508.52,4551279.28
CLUB DE GOLF CAMPRODON CLUB DE GOLF CAMPRODON  (SORTIDA SOBREEIXIDOR FOSSA SÈPTICA),448857.0,4684746.0
"CEDIPSA, CIA. DIST. PETROLEO, SA CEDIPSA - VILASECA (2) (AIGÜES SANITÀRIES)",341509.52,4551279.28
"ERCROS, SA - VILA-SECA 1 ERCROS - VILASECA I (SORTIDA TRACTAMENT)",348426.51,4548925.22
"TOTAL PETROCHEMICALS IBÈRICA, SLU TOTAL PETROCHEMICALS IBERICA SLU (SORTIDA SANITÀRIES I INDUSTRIALS_SORTIDA 2)",427247.82,4573614.66
"TOTAL PETROCHEMICALS IBÈRICA, SLU TOTAL PETROCHEMICALS IBERICA SLU (SORTIDA SANITÀRIES I INDUSTRIALS_SORTIDA 1)",427248.82,4573614.66
"CLOT PUIG, XAVIER  -CASA SANT ANDREU DE BANCELLS- FRANCISCO JAVIER CLOT PUIG (SORTIDA TRACTAMENT)",454141.38,4642655.57
"AUTOPISTAS CONCESIONARIA ESPAÑOLA, SAU AUTOPISTAS CONCESIONARIA ESPAÑOLA, SAU -SANT JULIÀ DE RAMIS (SORTIDA TRACTAMENT)",485621.51,4653314.34
ANA Mª BORREDÀ HOMET ANNA M BORREDA HOMET,478556.56,4660495.41
"AUTOPISTAS CONCESIONARIA ESPAÑOLA, SAU AUTOPISTAS CONCESIONARIAS ESPAÑOLA, SAU   (PEATGE SANT CELONI), SORTIDA DEPURADORA",456962.0,4613836.5
"EUROAYCA, SL  -CLUB DE POLO SANT ANTONI DE VILADRAU- FINCA MAS VIDAL (SORTIDA DEPURADORA)",446386.3,4633515.61
"ISODURI, SL EDAR DE SEVA",439924.28,4632244.66
"ERCROS, SA ERCROS - TARRAGONA",349894.52,4549860.21
"AUTOPISTAS CONCESIONARIA ESPAÑOLA, SAU AUTOPISTAS CONCESIONARIA ESPAÑOLA, SAU -BORRASSÀ (SORTIDA TRACTAMENT)",495275.69,4674810.3
"AUTOPISTAS CONCESIONARIA ESPAÑOLA, SAU AUTOPISTAS CONCESIONARIA ESPAÑOLA, SAU  (PEATGE HOSTALRIC)",470519.25,4621168.41
"CASADELLÀ SURROCA, EDUARD- MAS CASADELLÀ EDUARD CASADELLÀ SURROCA",505414.0,4652501.0
"MAS VILA, SCP (CASA RURAL) MAS VILA (SORTIDA DEPURADORA)",430730.33,4640891.74
"PINTER CAIPO, SA Abocament PINTER, SA - infiltració",403511.17,4624645.92
CEDIPSA E.S. EMPORDÀ NÚM. 31573 (SORTIDA SEPARADOR D'HIDROCARBURS),494351.65,4669077.3
"GERMANS RIERA PEREZ, SL (RESTAURANT CAN CARBONELL) TORRENT DE SANT JUST (ZONA DE CAN CARBONELL)",423664.89,4583517.71
"INICIATIVAS NAMBE, SL INICIATIVAS NAMBE, SL (SORTIDA DEPURADORA)",475771.33,4630827.38
"FRIGORÍFIC SANTA COLOMA, SLU ABOC. REFRIGERACIÓ INDUSTRIAS MAYNOU, SA",472435.34,4633500.41
"CAN BARRI CAN BARRI, SCP (SORTIDA TRACTAMENT)",396836.37,4652145.02
"BUGADERIA L'EMPORDÀ, SA BUGADERIA L'EMPORDÀ, SA  (SORTIDA PROCÉS ARQUETA EXTERNA)",502623.48,4646123.2
"GRAMONA, SA GRAMONA, SA  (SORTIDA DE LA DEPURADORA)",397397.87,4586763.91
CONSELL COMARCAL DEL BARCELONÈS (ATENCIÓ ANIMALS DE COMPANYIA) CENTRE COMARCAL D'ATENCIÓ D'ANIMALS DE COMPANYIA DEL BARCELONÈS (SORTIDA DEPURADORA),438650.96,4590634.6
"ASDARA MOBILIARI, SA 021999001782 TORRENT DE GASERANS",467276.23,4620090.43
"CONSTRUCCIONS FUSTÉ, SA  -RIUDELLOTS- CONSTRUCCIONS FUSTÉ (EDAR)",483394.97,4638998.73
"CONSTRUCCIONS FUSTÉ, SA  -RIUDELLOTS- CONSTRUCCIONS FUSTÉ S.A (decantador i separador d'hidrocarburs)",483356.4,4638897.34
FUNDACIÓ VIDABONA (ALBERG) FUNDACIÓ VIDABONA_ALBERG,437680.0,4678556.0
DEPARTAMENT AGRICULTURA RAMADERIA I PESCA (INCAVI) EDAR DE REUS,342053.54,4554552.28
"EL SALT, CASA DE COLÒNIES I ACTIVITATS RURALS, MURA, SL EL SALT, CASA DE COLÒNIES I ACTIVITATS RURALS MURA SL (SORTIDA DEPURADORA)",415635.0,4617722.0
"SUBLIPRINT, SA SUBLIPRINT, SA (EDAR)",385583.0,4606156.03
"COMPAÑIA INDUSTRIAL DE ENVASES Y ESTUDIOS GRAFICOS, SA EDAR TERRASSA",419399.98,4596730.76
"FARRES, SA FARRES, SA  (SORTIDA DEPURADORA)",423623.05,4605610.74
"APRESTOS Y ACABADOS SALAYET, SA APRESTOS Y ACABADOS SALAYED, SA",434111.05,4602710.66
"SISTEMAS TÉCNICOS DE ENCOFRADOS, SA SISTEMAS TÉCNICOS DE ENCOFRADOS (SORTIDA DEPURADORA)",467886.24,4620341.43
"TARAZONA FARRE, JORGE TARAZONA FARRE, JORGE (SORTIDA RESIDUALS)",418056.8,4573454.73
"AQUARIOS HOTELERA, SA  -CÀMPING AQUARIUS- AQUARIOS HOTELERA, SA  -CÀMPING AQUARIUS- (SORTIDA DEPURADORA EMPRESA)",508827.67,4669207.19
"TRADIA TELECOM, SAU - CENTRE DE TELECOMUNICACIONS DE MUSSARA AA2003002175 SERRA DE LA MUSSARA",337147.64,4568196.34
AJUNTAMENT D'ESPOLLA AJUNTAMENT D'ESPOLLA (SORTIDA TRACTAMENT),499786.85,4695208.3
"COLOMER LLACH, PERE Abocament PERE COLOMER LLACH - torrent de Verinal",437431.31,4636170.68
"IBERINOX 88, SA Abocament IBERINOX 88, SA - infiltració al terreny ( sanitaries )",420820.88,4582740.73
"IBERINOX 88, SA Abocament 5 IBERINOX 88, SA Riera de la Salut aigües pluvials",420767.88,4582705.73
"IBERINOX 88, SA Abocament 4 IBERINOX 88, SA Riera de la Salut aigües pluvials",420773.88,4582729.73
"IBERINOX 88, SA Abocament 3 IBERINOX 88, SA Riera de la Salut aigües pluvials",420854.88,4582686.73
"VOLCATALAN, SA TORRENT DELS LLOPS  (VOLCATALAN,SA)",400023.92,4592455.9
"IBERINOX 88, SA Abocament 2 IBERINOX 88, SA Riera de la Salut aigües pluvials",420793.88,4582682.73
"PETRONIEVES, SL PETRONIEVES, SL: CONNEXIÓ EDAR D'ABRERA",408275.98,4599464.85
"COLL VALDES, JOAN HERMANOS COLL SCP (AIGÜES RESIDUALS)",450469.09,4604901.54
"GERMANS IGLESIAS RECUPERADORS, SL GERMANS IGLESIAS RECUPERADORS, SL (ABOCAMENT)",425622.23,4628368.76
"SUBIRAS JUNCA, FRANCESC FRANCESC SUBIRAS JUNCA (SORTIDA DEPURADORA)",469383.67,4676877.5
"AUTEMA, SA AUTEMA SA (OFICINES DEL PEATGE DE CASTELLBELL I EL VILAR)",405293.07,4611740.89
"AUTEMA, SA AUTEMA SA (SORTIDA TRACTAMENT DE LES CABINES DE PEATGE DE SORTIDA DE CASTELLBELL I EL VILAR)",405107.07,4611474.89
"INFRAESTRUCTURES VIARIES DE CATALUNYA, SA INFRAESTRUCTURES VIARIES DE CATALUNYA, SA  (C-32 SORTIDA 92) SEPARADOR D'HIDROCARBURS",446766.01,4594947.55
"LABORATORIOS VIÑAS, SA Abocament LABORATORIOS VIÑAS, SA (nau 14)-EDAR Rubí",419981.97,4595213.75
"SA, LLENSA Abocament Llensa (021999000223) RIERA DE SALSÀ",506246.5,4647695.18
"FRANCISCO PAGÉS VALENTÍ, SA ABOCAMENT FRANCISCO PAGÉS VALENTÍ, SA (SANITÀRIES)",466613.64,4673971.52
"GASULL QUERALT, ARMENGOL -CAMPING ELS ALOUS- CAMPING ELS ALOUS  (SORTIDA DEPURADORA EMPRESA)",460324.67,4679766.58
"MASAI MARA 2006, SL -RESTAURANT EL PINÓS- RESTAURANT EL PINÓS  (SORTIDA AIGÜES SANITÀRIES)",437021.23,4626357.67
"MARGARITA MARCH BOSCH, SA MARGARITA MARCH BOSCH, SA BL20030270 (SORTIDA RESIDUALS)",431406.05,4603745.68
"INFRAESTRUCTURES VIARIES DE CATALUNYA, SA INFRAESTRUCTURES VIARIES DE CATALUNYA, SA (PEATGE ALELLA) SORTIDA DEPURADORA",441525.99,4593298.59
EDAR L'ALZINAR MANCOMUNITAT PENEDÈS-GARRAF EDAR DE L'ALZINAR: FONT DE CAN COSTA,386672.0,4586785.0
EDAR L'AVELLÀ MANCOMUNITAT PENEDÈS-GARRAF EDAR DE L'AVELLA: TORRENT DE CAL BARRALÓ,384002.0,4588652.0
"METAL·LÚRGICA DE CAMALLERA, SCCL METAL.LÚRGICA DE CAMALLERA, SCCL (SORTIDA PROCÉS).",497116.61,4663296.27
"FUNDACIO PERE TARRES -CASA DE COLONIES LA RUCA- Ruca, La.  Casa de Colònies - Fundació Pere Tarrés",418406.23,4629295.82
AJ. DE SANT JULIÀ DE VILATORTA (SANT JULIÀ DE VILATORTA) AJUNTAMENT DE SANT JULIÀ DE VILATORTA (VILALLEONS),443390.0,4638161.0
"COMAQUIN, SA AA2003001515 RIU MOGENT (COMAQUIN,SA)",450500.13,4609565.54
"RECUPERACIÓ DE PEDRERES, SL -DIPÒSIT CONTROLAT VACAMORTA- ABOCADOR VACAMORTA (SORTIDA TRACTAMENT LIXIVIATS)",501671.49,4647599.21
"DIPROMAT, SL EDAR D' IGUALADA (VILANOVA DEL CAMÍ)",387457.97,4602415.01
"JAIME FRANQUESA, SA JAIME FRANQUESA, SA (PEDRERA BERTA)",417870.93,4590401.76
"AUTOESCOLA FONT, SL AA2003001645 RIERA ELS JONCARS (AUTOESCOLA FONT, SL)",404366.14,4621035.91
"ESCORXADOR FRIGORÍFIC SANT CUGAT, SL ABOCAMENT ESCORXADOR FRIGORÍFIC SANT CUGAT, SL (AIGÜES DE PROCÉS, NETEGES I SANITÀRIES)",418114.47,4590913.57
"AUTEMA, SA AUTEMA SA (TRACTAMENT DE LES CABINES DEL PEATGE PRINCIPAL DE TERRASSA-LES FONTS)",419152.98,4596732.76
"AUTOPISTAS CONCESIONARIA ESPAÑOLA, SAU AUTOPISTAS CONCESIONARIA ESPAÑOLA, SAU (PEATGE VILA-RODONA)",361255.71,4572905.16
"VERJUAN MAGEM, MONTSERRAT MONTSERRAT VERJUAN MAGEM - CASA CA L'ALOMAR (SORTIDA DEPURADORA)",464744.0,4620967.0
"AUTOPISTAS CONCESIONARIA ESPAÑOLA, SAU AUTOPISTAS CONCESIONARIA ESPAÑOLA, SAU -PEATGE PLA DE SANTA MARIA (SORTIDA DEPURADORA)",357782.76,4580618.2
"AUTOPISTAS CONCESIONARIA ESPAÑOLA, SAU AUTOPISTAS CONCESIONARIA ESPAÑOLA, SORTIDA 12, PK 124,8 (SORTIDA DEPURADORA)",445824.1,4606996.57
"CASAS RIBA, JOSEP JOSEP CASAS RIBA (SORTIDA DEPURADORA)",396823.37,4652633.02
"FUNDICIONES DE ODENA, SA - FUNOSA - EDAR D' IGUALADA (VILANOVA DEL CAMÍ)",387457.97,4602415.01
"PORRAS DÍAZ, FRANCISCO LUIS PORRAS DÍAZ, FRANCISCO LUIS",483472.0,4640375.0
"AUTOPISTES DE CATALUNYA, SA AUTOPISTES DE CATALUNYA, SA (AIGÜES DE NETEJA DE LES VIES) SORTIDA DEPURADORA",387062.67,4562628.95
EDAR BELLVER DE VILOBÍ DEL PENEDÈS MANCOMUNITAT PENEDÈS-GARRAF EDAR DE BELLVER:  RASA  AL TORRENT DELS PRATS,387614.0,4583311.0
"AUTOPISTAS CONCESIONARIA ESPAÑOLA, SAU AUTOPISTAS CONCESIONARIA ESPAÑOLA, SAU  (PEATGE ORRIOLS/L'ESCALA)",493009.62,4666099.31
"PLASFUR, SA EDAR OLOT",457959.61,4672318.58
"DOMINGUEZ VAZQUEZ, ROSER (PETIT BAR CRAM) Abocament PETIT BAR-DOMINGUEZ VAZQUEZ, ROSER  - riu Brugent",347330.71,4575891.27
"VINS FONT, SA VINS FONT_TORRENT DE LES PINATELLES",365638.72,4573380.13
"PLASFUR, SA PLASFUR_ riu Fluvià",458177.6,4670024.58
"TAIGUA, AIGUA MUNICIPAL TERRASSA Taigua, Aigua municipal de Terrassa-desguàs depuradora",409235.98,4598395.84
"GODORI RIUS, PATRICIA PATRICIA GODORI RIUS - MOLÍ D'EN SOLÀ (SORTIDA DEPURADORA)",450875.62,4673992.64
"AUTOPISTAS CONCESIONARIA ESPAÑOLA, SAU AUTOPISTAS CONCESIONARIA ESPAÑOLA, SAU -PEATGE GIRONA SUD (SORTIDA TRACTAMENT)",482472.45,4645496.36
AUTORITAT PORTUÀRIA DE TARRAGONA (NÚM.24) AUTORITAT PORTUÀRIA DE TARRAGONA,352297.0,4552407.0
"AUTOPISTAS CONCESIONARIA ESPAÑOLA, SAU AUTOPISTAS CONCESIONARIA ESPAÑOLA, SAU (LA ROCA DEL VALLÈS), PK 128,7 (SORTIDA DEPURADORA)",442514.08,4604843.6
"AUTOPISTAS CONCESIONARIA ESPAÑOLA, SAU AUTOPISTAS CONCESIONARIA ESPAÑOLA, SAU  (PEATGE ALTAFULLA-TORREDEMBARRA)",364872.6,4557717.11
"TQ TECNOL, SA TQ TECNOL SA(domèstiques)",338195.57,4558556.32
"AUTOPISTAS CONCESIONARIA ESPAÑOLA, SAU AUTOPISTAS CONCESIONARIA ESPAÑOLA, SAU -PEATGE CASSA- (SORTIDA TRACTAMENT)",481551.39,4638150.35
"PRAT POLIESTER, SL PRATS I POLIESTER_RIERA DE GARRUMBERT",480773.6,4666239.4
"GEST OIL CENTER, SL GEST OIL CENTER, SL (SORTIDA TRACTAMENT)",489887.4,4637631.29
"COMAS SERRA, JOAN AA2003001404-Infiltració",486281.58,4662195.35
"TRANSPORTES PORTUARIOS, SA TRANSPORTES PORTUARIOS (ABOCAMENT)",427170.85,4577303.67
"POLIESTER PLA DE L'ESTANY, SL Abocament POLIESTER PLA DE L'ESTANY-Rec d'Espolla",480889.1,4666250.4
"MEGADYNE RUBBER, SA Abocament MEGADYNE RUBBER SA - Torrent de la Pastera",391954.71,4566028.92
"GALPGEST PETROGAL ESTACIONES DE SERVICIO, SL GALPGEST PETROGAL ESTACIONES DE SERVICIO, SL: INFILTRACIÓ AL TERRENY",425709.0,4577600.0
"MAR RICO, SL  -RESTAURANT SANTA ANA- MAS RICO, SL -RESTAURANT SANTA ANNA- (SORTIDA DEPURADORA)",493099.63,4667854.31
"COLÒNIES R V, SA  -CASA DE COLÒNIES POU DE GLAÇ- CASA DE COLONIES ROSA DELS VENTS - POU DE GLAÇ  (SORTIDA DEPURADORA EMPRESA)",502367.45,4642162.2
KINGSPAN INSULATION SAU EDAR DE CASSÀ DE LA SELVA I LLAGOSTERA,486788.38,4635176.31
"MARTINEZ RICO, JORGE PEDRO (RECUPERACIONES MARTÍNEZ) JORDI MARTINEZ RICO (SORTIDA RESIDUALS)",439155.04,4600526.62
"MOLDEO TECNICO, SA MOLDEO TECNICO, SA",406665.97,4597480.86
"CABALLÉ SOLÉ, TERESA CABALLÉ SOLÉ, TERESA: INFILTRACIÓ EN EL TERRENY",479658.0,4626380.0
"TECNICAS DE SUPERFICIE CATALUNYA, SL TECNICAD DE SUPERFICIIES CATALUNYA, SL",438156.06,4603895.63
"FORNIELES DURÀ, JORDI JORGE FORNIELES DURA",503606.72,4676545.24
"VENTURA, ORXATA I GELATS, SA VENTURA, ORXATA I GELATS, SA - torrent de Can Sora",443376.08,4605415.59
"ARNAU ARNAU, JOSE  -GRANJA FONTANIL- JOSEP ARNAU ARNAU - (SORTIDA DEPURADORA)",462226.52,4659215.53
"ESTEVE AGUILERA, SA ABOCAMENT ESTEVE AGUILERA, S.A. (SANITÀRIES I DE PROCÉS)",384134.98,4604298.04
"SELINK 2001, SL SELINK 2001, SL (SORTIDA AIGÜES RESIDUALS)",432906.03,4600795.66
"PLASTIARMETSA, SA ABOCAMENT PLASTIARMETSA (AIGÜES SANITÀRIES)",481537.0,4666315.0
"COMEPAL, S.A. CARRETERA DE SANTES CREUS (TP2031) KM 5,6.COMEPAL,S.A.",355170.59,4558416.19
"APLICA, SL APLICA, SL: BARRANC PI DE BRUGAR",343426.59,4560452.28
"CENTRE DE JARDINERIA SANT NARCÍS, SL Aigües sanitàries: CENTRE DE JARDINERIA SANT NARCIS, SL",483891.44,4644165.34
"CYGYC BIOCON SL CYGYC, S.A. (SORTIDA RESIDUALS)",440880.12,4610626.62
"VALLS MUNTADA, JORDI Abocament ESCORXADOR MUNICIPAL DE BRUNYOLA - torrent de Sant Martí",471226.4,4640915.43
"TP INYECCIÓN, SL TP INYECCIÓN, SL (SORTIDA RESIDUALS)",435871.23,4626693.68
"FRED COLOR, SL FRED COLOR, SL (SORTIDA RESIDUALS)",424622.05,4605349.73
PARC LOGÍSTIC DE L'ALT PENEDÈS Abocament PARC LOGISTIC DE L'ALT PENEDES - riu Anoia,401051.88,4586943.88
"GERMANS POZO, CB Abocament GIRONA DECOR'S, S.A - infiltració",487387.43,4641914.31
"GIRALT COSTA, JOSEP JOSEP GIRALT COSTA (ABOC)",392955.71,4566470.91
"RESTAURANT EL MIRADOR DE MONTSERRAT, SL Abocament RESTAURANT EL MIRADOR DEL FAI - reg",402406.18,4626845.93
"TRANSFORMADORA DE PALETS,S.L. TRANSFORMADORES DE PALETS , SL (EDAR)",402181.94,4594855.89
"GOHER TEXTIL CALELLA, SA RIU TORDERA GOHER TEXTIL CALELLA 021999005083",468101.24,4620620.43
"REPSOL COMERCIAL DE PRODUCTOS PETROLÍFEROS, S.A REPSOL COMERCIAL DE PRODUCTOS PETROLÍFEROS SA (SORTIDA TRACTAMENT MARGE ESQUERRA)",495566.36,4630615.23
"HOSTAL PEDRAFORCA, SA HOSTAL PEDRAFORCA SL (SORTIDA DEPURADORA)",398225.55,4675874.04
"RESGUARD DELS VENTS, SL  -HOTEL RESGUARD DELS VENTS- HOTEL SPA RESGUARD DELS VENTS, SL (SORTIDA DEPURADORA)",431516.67,4684976.8
"CAMPS MESTRES, PILAR TURISME RURAL PILAR CAMPS MESTRES: INFILTRACIÓ EN EL TERRENY",481610.0,4651699.0
"AMBIENTES LUIS TORRES, SL EDAR TARRAGONA (ENTRADA AFLUENT)",351122.54,4552322.21
"AIGUA MINERAL DEL PIRINEU, SA  -FONT ARIAN- AIGUA MINERAL DEL PIRINEU SA (SORTIDA DEPURADORA)",430681.63,4679700.8
"AMBIENTES LUIS TORRES, SL AMBIENTES LUIS TORRES, SL (SORTIDA SANITÀRIES)",351908.57,4556108.21
"COGENERACION UFIC, SA ABOCAMENT COGENERACION UFIC (POLIGON LA RATA)",390346.97,4600744.99
"LAROMAINE I DILME, SL LAROMAINE I DILMÉ, SL (SORTIDA FOSSA+FILTRE)",489222.4,4638319.29
"MOLIST COLOMER, RAMON  -GRANJA LA VILA- GRANJA LA VILA.RAMON MOLIST COLOMER.",443156.45,4653145.67
"MESSER IBÉRICA DE GASES, SAU - PLANTA DEL MORELL MESSER IBÉRICA DE GASES, SAU",351336.63,4563970.22
"BCN SKYDIVE, SL BCN SKYDIVE, SL",405495.0,4624075.0
"MASIES SERRA MAGRA, SLL MASIES SERRA MAGRA, SL (SORTIDA TRACTAMENT)",479376.34,4631522.36
"RAURELL VALLS, JOSEP  -TALLER LES ALEGRIES- 022002000035-Torrent de Montbarbat",485706.25,4618415.29
"ESTACIÓ DE SERVEI RIUDARENES, SL ESTACIO DE SERVEI RIUDARENES SL (MARGE ESQUERRE)",474930.34,4632203.39
"ESTACIÓ DE SERVEI RIUDARENES, SL ESTACIO SERVEI RIUDARENES SL (ABOCAMENT MARGE DRET)",474952.34,4632252.39
"ROURA ANGLADA, SA  -ROANSA- Abocament de ROURA ANGLADA, SA (ROANSA) - torrent de Sant Jaume",437556.34,4640795.69
"SIMON, SA SIMON, SA  (SORTIDA AIGÜES SANITÀRIES)",457752.61,4671264.58
"SIMON, SA SIMON, SA  (SORTIDA DEPURADORA EMPRESA)",454668.54,4662819.59
"CAMPSA ESTACIONES DE SERVICIO, S.A CAMPSA ESTACIONES DE SERVICIO, S.A (SORTIDA TRACTAMENTS)",382514.74,4572062.0
"MOVIL, SA  -E.S. CAMPRODON- E.S. CAMPRODON  (SORTIDA SEPARADOR HIDROCARBURS)",447122.68,4683750.68
REPSOL - E.S.SANT PERE DE SALLAVINERA TORRENT AFLUENT DE LA RIERA DE RAJADELL (REPSOL-E.S. SANT PERE SALLAVINERA),382034.12,4622408.08
"CERCÓS MUNTADA, IVAN CERCÓS MUNTADA, IVAN",406959.0,4650201.0
EDAR LA FANGA EDAR LA FANGA (SORTIDA DEPURADORA),389744.0,4584714.0
"STELGROC, SA (HOTEL COLON) ABOC.STELGROC, SA (HOTEL COLON)",460611.08,4601998.45
"RECUPERACIÓN DE MATERIALES TEXTILES, SA RECUPERACIÓN DE MATERIALES TEXTILES, S.A (ABOCAMENT)",436086.13,4612639.66
"DOSRIUS CASASIN, RAMONA RAMONA DOSRIUS CASASIN - CAN GRAU (SORTIDA DEPURADORA)",441926.19,4619976.62
"TRANSPORTES AMADOR GARCIA GONZALEZ, SA TRANSPORTES AMADOR GARCÍA GONZÁLEZ, SA (SORTIDA SANITÀRIES, RENTAT I PLUVIALS CONTAMINADES)",410001.94,4593708.83
"PLATING DECOR RECUBRIMIENTOS, SL PLANTING DECOR RECUBRIMIENTOS, SL (ABOCAMENT)",419465.87,4582125.74
"TRASTAMO, SL TRASTAMO SL (SORTIDA RESIDUALS)",461211.12,4606259.46
"HIERROS Y METALES R. CARRASCO, SL HIERROS Y METALES R. CARRASCO, SL (EDAR)",417602.9,4585980.76
"VALLS AUTOMOCIO, SL VALLS AUTOMOCIÓ, SL : RIERA D'ARBÚCIES",461130.0,4628887.0
"VICENTE TORNS, SA VICENTE TORNS, SA (RESIDUALS)",418567.94,4591679.76
"DAMASO IBAÑEZ MARCO, COSMETICOS, SA (DYMCO) DAMASO IBAÑEZ MARCO, SA (AIGÜES RESIDUALS)",440156.07,4604645.61
"HENKEL IBÉRICA, SA HENKEL IBÈRICA, SA (ABOCAMENT)",425575.97,4594379.71
"VILLEGAS SALES, LLORENÇ VILLEGAS SALES, LLORENÇ (SORTIDA DEPURADORA)",410167.0,4599275.0
"PESCADOS J. GUTIERREZ, SL Abocament empresa PESCADOS GUTIERREZ",412196.92,4590253.8
"WALTER JONES, ROBERT WALTER JONES, ROBERT (SORTIDA FOSSA-FILTRE)",325588.48,4549631.4
"QUIMIPRES, SL QUIMIPRES, SL",428206.08,4607395.71
"REACTIVOS PARA DIAGNOSTICO, SL REACTIVOS PARA DIAGNOSTICOS, SL BL20030260 (SORTIDA RESIDUALS)",428014.08,4607617.71
"BESORA, SL EDAR OLOT",457959.61,4672318.58
"A. RAYMOND TECNIACERO, SAU 021993000004 - AB 1",405350.16,4622981.91
"BOEHRINGER INGELHEIM ESPAÑA, SA BOEHRINGER INGELHEIM ESPAÑA, SA (EDAR RUBÍ)",421340.95,4592062.74
JUNTA DE COMPENSACIÓ DEL POL.12 MAS MOREGONS JUNTA COMPENSACIÓ POL. 12 MAS MOREGONS (SORTDA DEPURADORA I DESINFECCIÓ),355775.59,4558326.18
JUNTA DE COMPENSACIÓ DEL POL.12 MAS MOREGONS JUNTA COMPENSACIÓ POL. 12 MAS MOREGONS (SORTIDA DEPURADORA),355774.59,4558326.18
"ITG BAIX, SL (INDUSTRIA DE TRATAMIENTO GALVANICO) Abocament ITG BAIX, SL  (Sortida depuradora) - riera de Vallirana",408825.84,4580693.81
"AREAS, SA  (A. DEL GIRONES) Abocament: AREA DE SERVEI DEL GIRONÈS (AREAMED 2000): Torrent Calderó/Onyar/Ter",481262.4,4639472.36
MANC.INTERM.MARTORELLES I STA.Mª MARTORELLES NOU CEMENTIRI MARTORELLES: TORRENT INNOMINAT TRIBUTARI DEL TORRENT DE LES LICORELLES,437330.0,4597764.0
